ejercicio_presupuestario,jurisdiccion_id,jurisdiccion_desc,subjurisdiccion_id,subjurisdiccion_desc,servicio_id,servicio_desc,programa_id,programa_desc,subprograma_id,subprograma_desc,tipo_medicion_fisica,medicion_fisica_id,medicion_fisica_desc,unidad_medida_id,unidad_medida_desc,totalizador_avance_fisico,programacion_inicial_DA,programacion_anual_vig_cierre,ejecucion_anual_de_cierre,causa_desvio,causa_desvio_detalle,causa_desvio_comentario,observaciones,ultima_actualizacion_fecha
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,1320,Protección de la Población contra el Dengue,700,Municipio Vigilado,Promedio: el total es la suma de las cantidades dividido el número de cantidades,304,150,285,Otras Causas,Otras Causas,"La meta total acumulada tiene un desvío positivo en función de la situación epidemiológica presentada. Para el año 2022 se planificaron las acciones, priorizando las acciones territoriales para Chagas y se esperaba una ocurrencia de brote de dengue de menor magnitud (en concordancia con los ciclos epidémicos habituales). En este sentido, las metas para dengue fueron reprogramadas y ajustada a un promedio de 150. La magnitud del brote ocurrido durante el primer y segundo trimestre repercutió en el aumento de las acciones ejecutadas, aumentando el total acumulado y por ende el desvío anual fue positivo.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,1320,Protección de la Población contra el Dengue,745,Municipio Controlado Químicamente,Promedio: el total es la suma de las cantidades dividido el número de cantidades,243,150,285,Otras Causas,Otras Causas,"La meta total acumulada tiene un desvío positivo en función de la situación epidemiológica presentada. Para el año 2022 se planificaron las acciones, priorizando las acciones territoriales para Chagas y se esperaba una ocurrencia de brote de dengue de menor magnitud (en concordancia con los ciclos epidémicos habituales). En este sentido, las metas para dengue fueron reprogramadas y ajustada a un promedio de 150. La magnitud del brote ocurrido durante el primer y segundo trimestre repercutió en el aumento de las acciones ejecutadas, aumentando el total acumulado y por ende el desvío anual fue positivo.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,1650,Estudios Serológicos  Chagas para Embarazadas y Niños  (PPG) (NNA),536,Persona Asistida,Suma: el total es la suma de las cantidades,360000,300000,233122,Otras Causas,Otras Causas,"El desvío negativo se corresponde a una demora en el registro en los sistemas nacionales de vigilancia por parte de las provincias. A su vez se expone que la natalidad ha disminuido notablemente desde el año 2019 hasta el presente, lo cual tiene como consecuencia una disminución en la cantidad de testeos en personas gestantes.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,2097,Becas de Formación de Agentes Comunitarios,543,Becario Formado,Suma: el total es la suma de las cantidades,676,0,0,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,3947,Capacitación a Técnicos en Entomología y Control Vectorial,89,Persona Capacitada,Suma: el total es la suma de las cantidades,150,350,281,Otras Causas,Otras Causas,"El desvío negativo se debió a la propuesta de la diplomatura sobre manejo integral de vectores organizada por la Dirección de Capacitación y Desarrollo de Carrera en el marco del Programa de innovación administrativa y fortalecimiento de las capacidades del MSAL, la cual generó que gran parte de los técnicos se inscribieran en la misma y el resto de los técnicos decidieran no llevar a cabo las propuestas de capacitaciones que la Dirección planificó. Asimismo, como consecuencia de la citada diplomatura, debido a su amplitud en temas abordados y su gran demanda horaria, fue necesario dar de baja algunas propuestas que se tenían planificadas. Por otro lado, se incorporaron propuestas presenciales con mayor impacto cualitativo pero menor cuantitativo.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,3948,"Capacitación a Técnicos en Diagnóstico, Tratamiento y Vigilancia de las Enfermedades Transmitidas por Vectores",89,Persona Capacitada,Suma: el total es la suma de las cantidades,1500,1500,3464,Otras Causas,Otras Causas,El desvío positivo se explica por diversas oportunidades de capacitación virtuales y masivas en articulación con programas y coordinaciones del Ministerio.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,3949,Vigilancia Entomológica para Paludismo,1977,Localidad Vigilada,Suma: el total es la suma de las cantidades,3,3,0,Otras Causas,Otras Causas,Se visualiza un desvío negativo debido a que los equipos que realizan las tareas de vigilancia entomológica se vieron afectados a las acciones de respuesta ante brote de dengue y comisioens territoriales de Chagas.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,3950,Vigilancia Epidemiológica para Paludismo,251,Persona Atendida,Suma: el total es la suma de las cantidades,600,200,657,Otras Causas,Otras Causas,"Se observa un desvío positivo que se justifica en el aumento de la vigilancia pasiva de casos, búsqueda activa y en la re instalación del abordaje de este proceso de salud en los efectores luego de la pandemia de covid 19 así como por el fortalecimiento del Plan de Prevención de la Reintroducción del Paludismo en Argentina.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,4069,Prevención de la Enfermedad de la Rabia Humana,2024,Canino Vacunado,Suma: el total es la suma de las cantidades,2500000,3000000,1651314,Otras Causas,Otras Causas,"El desvío acumulado es negativo debido a que la distribución de las vacunas antirrábicas de uso veterinaria comenzó en el mes de agosto como consecuencia de haber finalizado el proceso administrativo de adquisición de dicho insumo. Desde la mencionada fecha se dió inicio a la mayoría de las campañas de aplicación por parte de las provincias. Como consecuencia de lo expuesto, se observa un atraso en la carga en la plataforma REDCap.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,4331,Distribución de Antiparasitarios de Uso Veterinario para la Prevención de Hidatidosis Humana,2106,Comprimido Distribuído,Suma: el total es la suma de las cantidades,,2000000,1246000,Otras Causas,Otras Causas,"El desvío negativo se corresponde a que tanto en el primer como en el segundo trimestre se presentaron menos solicitudes de comprimidos por parte de las diferentes jurisdicciones y éstas no programaron sus campañas de desparasitación. A su vez, la adquisición de praziquantel 100 mg de uso veterinario ingreso en el cuarto trimestre del año 2022 (mes de octubre), distribuyéndose posteriormente.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,39,Desarrollo de Estrategias en Salud Comunitaria,0,Desarrollo de Estrategias en Salud Comunitaria,Meta,1730,Talleres de Cooperación Técnica en Municipios Saludables,332,Taller,Suma: el total es la suma de las cantidades,100,185,196,Otras Causas,Otras Causas,"Las transferencias realizadas durante el primer semestre y el desarrollo de una estrategia que sostenga la motivación de las jurisdicciones, permitió superar las metas establecidas inicalmente.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,39,Desarrollo de Estrategias en Salud Comunitaria,0,Desarrollo de Estrategias en Salud Comunitaria,Meta,1731,Difusión de la Estrategia de Municipios Saludables,148,Publicación,Suma: el total es la suma de las cantidades,5,10,8,Otras Causas,Otras Causas,La falta de recursos financieros disminuyó la cantidad de actividades publicables por parte de las jurisdicciones.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,39,Desarrollo de Estrategias en Salud Comunitaria,0,Desarrollo de Estrategias en Salud Comunitaria,Meta,2168,Actualización Permanente en Servicio en Salud Comunitaria,682,Agente Contratado,Promedio: el total es la suma de las cantidades dividido el número de cantidades,4934,5000,2865,Otras Causas,Otras Causas,Jurisdicciones que no suscribieron el convenio y la priorización de elegir la categoria de monto más alta lo cual implica menos cantidad de becarios/as.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2285,Atención en Móviles Sanitarios - Consulta Médica,19,Paciente Atendido,Suma: el total es la suma de las cantidades,29920,28424,12925,Otras Causas,Otras Causas,El desvío negativo es debido a la restructuración estratégica de las actividades en el contexto del cambio de dependencia de la dirección y las rigideces en la contratación de personal en los primeros dos trimestres.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2286,Atención en Móviles Sanitarios - Odontología,19,Paciente Atendido,Suma: el total es la suma de las cantidades,6800,6460,407,Otras Causas,Otras Causas,El desvío negativo es debido a la restructuración estratégica de las actividades en el contexto del cambio de dependencia de la dirección y las rigideces en la contratación de personal en los primeros dos trimestres.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2571,Asistencia Técnica en Riesgos Socioambientales,515,Entidad Asistida,Suma: el total es la suma de las cantidades,34,100,865,Otras Causas,Otras Causas,"Por mayor demanda eleva a 837 entidades Res.07 (Plomo en pinturas) para los 4 trimestres. También se asistieron a 28 instituciones más, entre ellas al Servicio Meteorológico Nacional, al Gabinete Nacional de Cambio Climático, al Proyecto Readiness, asesoramiento y acompañamiento para la inscripción de áreas generadoras de residuos peligrosos.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2571,Asistencia Técnica en Riesgos Socioambientales,1183,Supervisión Realizada,Suma: el total es la suma de las cantidades,6,6,6,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2572,Desarrollo del Conocimiento en Riesgos Socioambientales,677,Documento Producido,Suma: el total es la suma de las cantidades,27,27,27,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2582,Atención Socio-Sanitaria en Terreno,317,Prestación Efectuada,Suma: el total es la suma de las cantidades,130051,123548,63263,Otras Causas,Otras Causas,El desvío negativo es debido a la restructuración estratégica de las actividades en el contexto del cambio de dependencia de la dirección y las rigideces en la contratación de personal en los primeros dos trimestres.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2582,Atención Socio-Sanitaria en Terreno,1044,Operativo Realizado,Suma: el total es la suma de las cantidades,816,775,650,Otras Causas,Otras Causas,El desvío negativo es debido a  las rigideses en la contratación de personal en el primer semestre y a la transición a una agenda propia de operativos en el marco de la implementación de nuevas estrategias de abordaje territorial.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2582,Atención Socio-Sanitaria en Terreno,1396,Control de Salud Realizado,Suma: el total es la suma de las cantidades,44880,42636,6170,Otras Causas,Otras Causas,El desvío negativo es debido a la restructuración estratégica de las actividades en el contexto del cambio de dependencia de la dirección y las rigideces en la contratación de personal en los primeros dos trimestres.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2582,Atención Socio-Sanitaria en Terreno,1397,Dosis de Vacuna Aplicada,Suma: el total es la suma de las cantidades,91800,87210,47871,Otras Causas,Otras Causas,El desvío negativo es debido a la restructuración estratégica de las actividades en el contexto del cambio de dependencia de la dirección y las rigideces en la contratación de personal en los primeros dos trimestres.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2584,Capacitación en Promoción de Hábitos Saludables,332,Taller,Suma: el total es la suma de las cantidades,1632,1550,2139,Otras Causas,Otras Causas,El objetivo queda por encima de la meta debido a la demanda contenida  en el contexto de pospandemia en el primer semestre del año y nuevas estrategias de abordaje territorial que incluyen articulación con instituciones locales que han permitido aumentar la cantidad de talleres por operativo.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2697,Atención en Móviles Sanitarios - Análisis de Laboratorio,800,Análisis Realizado,Suma: el total es la suma de las cantidades,17766,16877,385,Otras Causas,Otras Causas,El desvío queda por debajo de la meta propuesta debido a las imposibilidad de contratar personal específico y las dificultades actuales de poner en funcionamiento los equipos necesarior para las mismas.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2698,Atención en Móviles Sanitarios -Diagnóstico por Imágenes,1119,Prestación Efectuada,Suma: el total es la suma de las cantidades,3400,3230,6998,Otras Causas,Otras Causas,El desvío positivo es debido a la reorganización del personal hacia las actividades en cuestión permitiendo aumentar la proporción de operativos con diagnóstico por imágenes.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2699,Atención en Móviles Sanitarios - Oftalmología,19,Paciente Atendido,Suma: el total es la suma de las cantidades,5951,5653,1416,Otras Causas,Otras Causas,El desvío negativo es debido a la restructuración estratégica de las actividades en el contexto del cambio de dependencia de la dirección y las rigideces en la contratación de personal en los primeros dos trimestres.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2994,Atención en Tren Social y Sanitario - Odontología,19,Paciente Atendido,Suma: el total es la suma de las cantidades,2244,2132,404,Otras Causas,Otras Causas,El desvío negativo es debido a la restructuración estratégica de las actividades en el contexto del cambio de dependencia de la dirección y las rigideces en la contratación de personal en los primeros dos trimestres.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2996,Atención en Tren Social y Sanitario - Consulta Ginecológica (PPG),1435,Análisis PAP realizado,Suma: el total es la suma de las cantidades,300,284,510,Otras Causas,Otras Causas,"El objetivo queda por encima de la meta programada debido a la reorganización del personal hacia las actividades en cuestión, permitiendo aumentar la proporción de operativos con este tipo de prestación.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2998,Atención en Tren Social y Sanitario - Consulta Médica,19,Paciente Atendido,Suma: el total es la suma de las cantidades,5984,5685,6932,Otras Causas,Otras Causas,El objetivo queda por encima de la meta programada debido a la reorganización del personal hacia las actividades en cuestión en el contexto de modificaciones en la conformación de los dispositivos de atención por parte del ente coordinador de las actividades en el Tren Sanitario.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,3046,Operativos de Abordaje Sanitario Territorial,536,Persona Asistida,Suma: el total es la suma de las cantidades,78540,74613,69116,Otras Causas,Otras Causas,El desvío negativo es debido a la restructuración estratégica de las actividades en el contexto del cambio de dependencia de la dirección y las rigideces en la contratación de personal en los primeros dos trimestres.,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,42,Prevencion y Tratamiento de Patologias Especificas,0,Prevencion y Tratamiento de Patologias Especificas,Meta,1751,Talleres de Cooperación Técnica en APS/Salud Mental,583,Participante,Suma: el total es la suma de las cantidades,12000,12000,12928,Otras Causas,Otras Causas,"Se logró corregir el desvío negativo acumulado hasta el 3ª trimestre del ejercicio 2022  y terminar el ejercicio 2022 con un desvío positivo de 928 participantes respecto a lo inicialmente proyectado a comienzo del año, gracias a las coordinaciones en el armado de actividades de cooperación técnica en conjunto con la Dirección de Salud Perinatal y Niñez, de Adolescencias y Juventudes y la de Géneros y Diversidad, en el marco del plan 1000 dìas, junto a las acciones de cooperación técnica realizadas en el marco de la Estrategia Federal de Abordaje Integral en Salud Mental y del Programa de Abordaje Integral del Suicidio.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,42,Prevencion y Tratamiento de Patologias Especificas,0,Prevencion y Tratamiento de Patologias Especificas,Meta,2118,Asistencia para Realizar Cirugías de Cataratas,958,Paciente Operado,Suma: el total es la suma de las cantidades,1200,0,0,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,42,Prevencion y Tratamiento de Patologias Especificas,0,Prevencion y Tratamiento de Patologias Especificas,Meta,2990,Asistencia Financiera a Proyectos de Salud Mental,1003,Proyecto Financiado,Suma: el total es la suma de las cantidades,15,15,20,Otras Causas,Otras Causas,"Se logró corregir el desvío negativo acumulado hasta el 3ª trimestre del ejercicio 2022 y terminar el ejercicio 2022 con desvío positivo de 5 proyectos respecto a lo inicialmente proyectado al comienzo del año, gracias al fortalecimiento de la Dirección Nacional de Abordaje Integral de Salud Mental y Consumos Problemáticos a través de la Estrategia Federal de Abordaje Integral de la Salud Mental, significando mayores fondos para dar curso a la gestiòn de mas de 30 proyectos de Asistencia Financiera, de los cuales 20 Proyectos pudieron concretar su circuito administrativo y ser otorgados a las jurisdicciones correspondientes.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,42,Prevencion y Tratamiento de Patologias Especificas,0,Prevencion y Tratamiento de Patologias Especificas,Meta,3790,Publicaciones para la promoción y prevención,98,Ejemplar Distribuido,Suma: el total es la suma de las cantidades,300000,150000,46500,Otras Causas,Otras Causas,"Se observa un desvío negativo para el ejercicio 2022 debido a que la adquisición de material gráfico, proyectada por 300.000 folletos trípticos, quedó sin cumplimiento debido a que el proveedor no concreto las entregas de la orden de compra 80-0091-OC22. Los motivos se encuentran expuestos en el EX-2022-74209413- -APN-DGDYD#JGM .","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,42,Prevencion y Tratamiento de Patologias Especificas,0,Prevencion y Tratamiento de Patologias Especificas,Meta,3791,Distribución de cepillos Dentales,832,Producto Distribuido,Suma: el total es la suma de las cantidades,150000,250000,350339,Otras Causas,Otras Causas,"Se observa un desvío positivo durante el ejercicio 2022 debido a que por la falta de insumos en el ejercicio 2021, se generó un incremento en la demanda para el corriente año, lo que terminó resultando en una alta distribución de dicho insumo en los 3 primeros trimestres del presente ejercicio.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,42,Prevencion y Tratamiento de Patologias Especificas,0,Prevencion y Tratamiento de Patologias Especificas,Meta,3792,Capacitaciones a Profesionales Odontológicos,89,Persona Capacitada,Suma: el total es la suma de las cantidades,1300,1300,1842,Otras Causas,Otras Causas,"El desvío anual resultó positivo debido a que se registró una participación mayor a la esperada en las distintas capacitaciones realizadas durante el año, como por ejemplo: en la capacitación virtual de Periodoncia, cuya especialidad trata los trastornos de la mala higiene y pérdida de piezas dentarias,  en las capacitaciones de propuestas en Bioseguridad, tratamientos con canabis e implementación de tecnología 3D en el laboratorio dental y en los encuentros sincrónicos de curso FLAP 1° ed 2022.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,42,Prevencion y Tratamiento de Patologias Especificas,0,Prevencion y Tratamiento de Patologias Especificas,Meta,4070,Asistencia y Rehabilitación Protética a Pacientes Desdentados,2025,Prótesis Entregada,Suma: el total es la suma de las cantidades,500,500,255,Otras Causas,Otras Causas,"Se observa un desvío negativo durante el ejercicio 2022 debido a la falta de insumos que se trámitan bajo EX-2021-53686688- -APN-DCYC#MS, el cual se ha unificado con otra dependencia y se ha retrasado su tramitación.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,42,Prevencion y Tratamiento de Patologias Especificas,0,Prevencion y Tratamiento de Patologias Especificas,Meta,4332,Asistencia y Prevención de Bruxismo,2107,Placa Miorrelajante Entregada,Suma: el total es la suma de las cantidades,,300,6,Otras Causas,Otras Causas,"Se observa un desvío negativo durante el ejercicio 2022 debido a la falta de insumos para poner en marcha la propuesta planificada, ya que la compra de dichos insumos aún se encuentra en trámite bajo EX-2021-53686688- -APN-DCYC#MS.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,45,Prevencion y Control de Enfermedades Cronicas no Transmisibles,0,Prevencion y Control de Enfermedades Cronicas no Transmisibles,Indicador,429,Porcentaje de Establecimientos Públicos Certificados para Detección y Control de Enfermedades Crónicas no Transmisibles,2026,% CAPS Priorizados,Suma: el total es la suma de las cantidades,60,63,70,Otras Causas,Otras Causas,"Se pudieron llevar adelante todas las tareas operativas, incluso la auditoría externa operativa y superar la meta anual que estaba programada.","Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,45,Prevencion y Control de Enfermedades Cronicas no Transmisibles,0,Prevencion y Control de Enfermedades Cronicas no Transmisibles,Indicador,430,Porcentaje de Población Vulnerable con Diabetes Mellitus de Establecimientos Públicos con Hemoglobina Glicosilada (HbA1c) Menor,2027,% de Población Sin Cobertura Explícita de Salud,Suma: el total es la suma de las cantidades,25,0,,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
2022,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,45,Prevencion y Control de Enfermedades Cronicas no Transmisibles,0,Prevencion y Control de Enfermedades Cronicas no Transmisibles,Indicador,431,Porcentaje de Población Vulnerable con Hipertensión Arterial de Establecimientos Públicos de Presión Arterial Menor a 140/90 mmh,2027,% de Población Sin Cobertura Explícita de Salud,Suma: el total es la suma de las cantidades,25,0,,-,-,-,"Información definitiva que forma parte de la Cuenta de Inversión Anual que se presenta al Congreso Nacional",Última actualización del ejercicio 2022: 02 Julio 2023.
